pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpern,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbsmaxn,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccenn,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orbincln,pl_massj,pl_massjerr1,pl_massjerr2,pl_masslim,pl_massn,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinilim,pl_msinin,pl_radj,pl_radjerr1,pl_radjerr2,pl_radlim,pl_radn,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_densn,pl_ttvflag,pl_kepflag,ra_str,dec_str,ra,st_raerr,dec,st_decerr,st_posn,st_dist,st_disterr1,st_disterr2,st_distlim,st_distn,st_vj,st_vjerr,st_vjlim,st_vjblend,st_teff,st_tefferr,st_tefflim,st_teffblend,st_teffn,st_mass,st_masserr,st_masslim,st_massblend,st_massn,st_rad,st_raderr,st_radlim,st_radblend,st_radn,hd_name,hip_name
HD 109749,b,Radial Velocity,1,5.24000000,0.00200000,-0.00200000,0,1,0.063500,,,0,1,0.010000,0.010000,-0.010000,0,1,,,,,0,,,,,0,0.28000,0.01600,-0.01600,0,1,,,,,0,,,,,0,0,0,12h37m16.38s,-40d48m43.6s,189.318237,0.000002,-40.812115,0.000002,2,59.03,5.98,-7.50,0,1,8.208,0.012,0,0,,,,,0,,,,,0,,,,,0,HD 109749,HIP 61595A
HD 110014,b,Radial Velocity,1,835.47700000,6.04000000,-6.04000000,0,1,2.140000,0.030000,-0.030000,0,1,0.462000,0.069000,-0.069000,0,1,,,,,0,,,,,0,11.09000,1.00000,-1.00000,0,1,,,,,0,,,,,0,0,0,12h39m14.77s,-07d59m44.0s,189.811523,0.000002,-7.995564,0.000001,2,97.66,7.73,-9.18,0,2,4.670,,0,0,,,,,0,,,,,0,,,,,0,HD 110014,HIP 61740
HD 111232,b,Radial Velocity,1,1143.00000000,14.00000000,-14.00000000,0,1,1.970000,,,0,1,0.200000,0.010000,-0.010000,0,1,,,,,0,,,,,0,6.80000,,,0,1,,,,,0,,,,,0,0,0,12h48m51.75s,-68d25m30.5s,192.215637,0.000002,-68.425148,0.000002,2,28.88,0.65,-0.68,0,1,7.607,0.011,0,0,,,,,0,,,,,0,,,,,0,HD 111232,HIP 62534
HD 113538,b,Radial Velocity,2,263.30000000,2.30000000,-2.30000000,0,1,0.710000,0.010000,-0.010000,0,1,0.610000,0.110000,-0.110000,0,1,,,,,0,,,,,0,0.27000,0.08000,-0.08000,0,1,,,,,0,,,,,0,0,0,13h04m57.48s,-52d26m34.5s,196.239487,0.000002,-52.442924,0.000002,3,15.71,0.32,-0.34,0,2,9.070,0.009,0,0,,,,,0,,,,,0,,,,,0,HD 113538,HIP 63833
HD 113538,c,Radial Velocity,2,1657.00000000,48.00000000,-48.00000000,0,1,2.430000,0.060000,-0.060000,0,1,0.320000,0.060000,-0.060000,0,1,,,,,0,,,,,0,0.71000,0.06000,-0.06000,0,1,,,,,0,,,,,0,0,0,13h04m57.48s,-52d26m34.5s,196.239487,0.000002,-52.442924,0.000002,3,15.71,0.32,-0.34,0,2,9.070,0.009,0,0,,,,,0,,,,,0,,,,,0,HD 113538,HIP 63833
HD 114386,b,Radial Velocity,2,937.70000000,15.60000000,-15.60000000,0,1,1.650000,,,0,1,0.230000,0.030000,-0.030000,0,1,,,,,0,,,,,0,1.24000,,,0,1,,,,,0,,,,,0,0,0,13h10m39.82s,-35d03m17.2s,197.665924,0.000004,-35.054783,0.000003,2,28.04,1.00,-1.08,0,1,8.715,0.019,0,0,,,,,0,,,,,0,,,,,0,HD 114386,HIP 64295
HD 114386,c,Radial Velocity,2,1046.00000000,,,0,1,,,,,0,0.060000,,,0,1,,,,,0,1.18622,,,0,1,,,,,0,,,,,0,,,,,0,0,0,13h10m39.82s,-35d03m17.2s,197.665924,0.000004,-35.054783,0.000003,2,28.04,1.00,-1.08,0,1,8.715,0.019,0,0,,,,,0,,,,,0,,,,,0,HD 114386,HIP 64295
HD 114762,b,Radial Velocity,1,83.88800000,0.00860000,-0.00860000,0,1,0.363000,0.021000,-0.021000,0,1,0.335900,0.009100,-0.009100,0,1,,,,,0,,,,,0,11.68000,0.96000,-0.96000,0,1,,,,,0,,,,,0,0,0,13h12m19.74s,+17d31m01.6s,198.082260,0.000003,17.517122,0.000002,3,40.57,2.24,-2.52,0,1,7.301,0.013,0,0,,,,,0,,,,,0,,,,,0,HD 114762,HIP 64426
HD 114783,b,Radial Velocity,1,493.70000000,1.80000000,-1.80000000,0,1,1.160000,0.019000,-0.019000,0,1,0.144000,0.032000,-0.032000,0,1,,,,,0,,,,,0,1.10000,0.06000,-0.06000,0,1,,,,,0,,,,,0,0,0,13h12m43.78s,-02d15m54.1s,198.182434,0.000003,-2.265040,0.000003,2,20.43,0.43,-0.45,0,1,7.563,0.012,0,0,,,,,0,,,,,0,,,,,0,HD 114783,HIP 64457
HD 114729,b,Radial Velocity,1,1114.00000000,14.00000000,-14.00000000,0,1,2.110000,0.120000,-0.120000,0,1,0.167000,0.055000,-0.055000,0,1,,,,,0,,,,,0,0.95000,0.10000,-0.10000,0,1,,,,,0,,,,,0,0,0,13h12m44.26s,-31d52m24.1s,198.184402,0.000002,-31.873348,0.000002,2,35.00,1.15,-1.23,0,2,6.695,0.010,0,0,,,,,0,,,,,0,,,,,0,HD 114729,HIP 64459
HD 116029,b,Radial Velocity,1,670.20000000,,,,1,1.730000,,,,1,0.210000,,,,1,,,,,0,,,,,0,2.10000,,,0,1,,,,,0,,,,,0,0,0,13h20m39.54s,+24d38m55.3s,200.164764,0.000002,24.648699,0.000002,2,110.62,10.82,-13.45,0,1,7.871,0.010,0,0,,,,,0,,,,,0,,,,,0,HD 116029,HIP 65117
HD 117207,b,Radial Velocity,1,2597.00000000,41.00000000,-41.00000000,0,1,3.790000,0.220000,-0.220000,0,1,0.144000,0.035000,-0.035000,0,1,,,,,0,,,,,0,1.88000,0.17000,-0.17000,0,1,,,,,0,,,,,0,0,0,13h29m21.11s,-35d34m15.6s,202.337967,0.000002,-35.570995,0.000001,2,33.01,0.97,-1.03,0,1,7.247,0.010,0,0,,,,,0,,,,,0,,,,,0,HD 117207,HIP 65808
HD 117618,b,Radial Velocity,1,25.82700000,0.01900000,-0.01900000,0,1,0.176000,0.010000,-0.010000,0,1,0.420000,0.170000,-0.170000,0,1,,,,,0,,,,,0,0.17800,0.02100,-0.02100,0,1,,,,,0,,,,,0,0,0,13h32m25.55s,-47d16m16.9s,203.106476,0.000002,-47.271362,0.000002,2,38.02,1.30,-1.39,0,1,7.169,0.011,0,0,,,,,0,,,,,0,,,,,0,HD 117618,HIP 66047
HD 118203,b,Radial Velocity,1,6.13350000,0.00060000,-0.00060000,0,1,0.070000,,,0,1,0.309000,0.014000,-0.014000,0,1,,,,,0,,,,,0,2.13000,,,0,1,,,,,0,,,,,0,0,0,13h34m02.54s,+53d43m42.7s,203.510574,0.000002,53.728531,0.000002,2,88.57,6.00,-6.94,0,1,8.057,0.012,0,0,,,,,0,,,,,0,,,,,0,HD 118203,HIP 66192
HD 120084,b,Radial Velocity,1,2082.00000000,24.00000000,-35.00000000,0,1,4.300000,,,0,1,0.660000,0.140000,-0.100000,0,1,,,,,0,,,,,0,4.50000,,,0,1,,,,,0,,,,,0,0,0,13h42m39.20s,+78d03m52.0s,205.663345,0.000001,78.064438,0.000001,2,,,,,2,5.899,0.009,0,0,4892.00,22.00,0,0,1,2.39,0.06,0,0,1,9.12,0.65,0,0,1,HD 120084,HIP 66903
HD 121504,b,Radial Velocity,1,63.33000000,0.03000000,-0.03000000,0,1,0.330000,,,0,1,0.030000,0.010000,-0.010000,0,1,,,,,0,,,,,0,1.22000,,,0,1,,,,,0,,,,,0,0,0,13h57m17.24s,-56d02m24.2s,209.321823,0.000002,-56.040043,0.000002,2,44.37,1.72,-1.87,0,1,7.517,0.011,0,0,,,,,0,,,,,0,,,,,0,HD 121504,HIP 68162
HD 122430,b,Radial Velocity,1,344.95000000,1.08000000,-1.08000000,0,1,1.020000,,,0,1,0.680000,0.090000,-0.090000,0,1,,,,,0,,,,,0,3.71000,,,0,1,,,,,0,,,,,0,0,0,14h02m22.78s,-27d25m47.2s,210.594925,0.000002,-27.429773,0.000001,2,133.16,11.80,-14.34,0,1,5.469,0.009,0,0,,,,,0,,,,,0,,,,,0,HD 122430,HIP 68581
HD 125612,b,Radial Velocity,3,559.40000000,1.30000000,-1.30000000,0,1,1.370000,,,0,1,0.460000,0.010000,-0.010000,0,1,,,,,0,,,,,0,3.00000,,,0,1,,,,,0,,,,,0,0,0,14h20m53.51s,-17d28m53.5s,215.222977,0.000004,-17.481522,0.000003,2,52.83,3.64,-4.22,0,1,8.317,0.014,0,0,,,,,0,,,,,0,,,,,0,HD 125612,HIP 70123
HD 125612,c,Radial Velocity,3,4.15470000,0.00050000,-0.00050000,0,1,0.050000,,,0,1,0.270000,0.120000,-0.120000,0,1,,,,,0,,,,,0,0.05800,,,0,1,,,,,0,,,,,0,0,0,14h20m53.51s,-17d28m53.5s,215.222977,0.000004,-17.481522,0.000003,2,52.83,3.64,-4.22,0,1,8.317,0.014,0,0,,,,,0,,,,,0,,,,,0,HD 125612,HIP 70123
HD 125612,d,Radial Velocity,3,3008.00000000,202.00000000,-202.00000000,0,1,4.200000,,,,1,0.280000,0.120000,-0.120000,0,1,,,,,0,,,,,0,7.20000,,,0,1,,,,,0,,,,,0,0,0,14h20m53.51s,-17d28m53.5s,215.222977,0.000004,-17.481522,0.000003,2,52.83,3.64,-4.22,0,1,8.317,0.014,0,0,,,,,0,,,,,0,,,,,0,HD 125612,HIP 70123
HD 125595,b,Radial Velocity,1,9.67370000,0.00390000,-0.00390000,0,1,0.080900,0.001400,-0.001400,0,1,,,,,0,,,,,0,,,,,0,0.04130,0.00400,-0.00400,0,1,,,,,0,,,,,0,0,0,14h21m23.18s,-40d23m38.2s,215.346603,0.000003,-40.393948,0.000002,3,27.45,0.88,-0.94,0,2,9.000,,0,0,,,,,0,,,,,0,,,,,0,HD 125595,HIP 70170
HD 126614,b,Radial Velocity,1,1244.00000000,17.00000000,-17.00000000,0,1,2.350000,0.020000,-0.020000,0,1,0.410000,0.100000,-0.100000,0,1,,,,,0,,,,,0,0.38000,0.04000,-0.04000,0,1,,,,,0,,,,,0,0,0,14h26m48.28s,-05d10m40.0s,216.701172,0.000003,-5.177780,0.000002,2,68.35,4.98,-5.83,0,1,8.788,0.019,0,0,,,,,0,,,,,0,,,,,0,HD 126614,HIP 70623
MOA 2010-BLG-477L,b,Microlensing,1,,,,,0,2.000000,3.000000,-1.000000,0,1,,,,,0,,,,,0,1.50000,0.80000,-0.30000,0,1,,,,,0,,,,,0,,,,,0,0,0,18h06m07.44s,-31d27m16.1s,271.531006,,-31.454477,,1,2300.00,600.00,-600.00,0,1,,,,,5950.00,150.00,0,,1,0.67,0.33,0,,1,,,,,0,,
MOA 2010-BLG-073L,b,Microlensing,1,,,,,0,1.210000,0.160000,-0.160000,0,1,,,,,0,,,,,0,11.00000,2.00000,-2.00000,0,1,,,,,0,,,,,0,,,,,0,0,0,18h10m11.35s,-26d31m22.6s,272.547272,0.000000,-26.522932,0.000000,1,2800.00,400.00,-400.00,0,1,,,,,,,,,0,0.16,0.03,0,0,1,14.70,1.30,0,0,1,,
NGC 4349 127,b,Radial Velocity,1,677.80000000,6.20000000,-6.20000000,0,1,2.380000,,,0,1,0.190000,0.070000,-0.070000,0,1,,,,,0,,,,,0,19.80000,,,0,1,,,,,0,,,,,0,0,0,12h24m35.47s,-61d49m12.0s,186.147812,0.000017,-61.820004,0.000017,1,,,,,0,,,,,,,,,0,,,,,0,,,,,0,,
OGLE 2003-BLG-235L,b,Microlensing,1,,,,,0,,,,,0,,,,,0,,,,,0,2.60000,0.80000,-0.80000,0,1,,,,,0,,,,,0,,,,,0,0,0,18h01m16.35s,-28d53m42.0s,270.318125,,-28.895000,,1,,,,,0,,,,,,,,,0,,,,,0,,,,,0,,
OGLE 2005-BLG-71L,b,Microlensing,1,3600.00000000,,,0,1,,,,,0,,,,,0,,,,,0,3.80000,0.40000,-0.40000,0,1,,,,,0,,,,,0,,,,,0,0,0,17h50m09.77s,-34d40m23.5s,267.540708,,-34.673194,,1,,,,,0,,,,,,,,,0,,,,,0,,,,,0,,
OGLE 2005-BLG-169L,b,Microlensing,1,3300.00000000,,,0,1,,,,,0,,,,,0,,,,,0,0.04000,,,0,1,,,,,0,,,,,0,,,,,0,0,0,18h06m05.32s,-30d43m57.5s,271.522167,,-30.732639,,1,,,,,0,,,,,,,,,0,,,,,0,,,,,0,,
OGLE 2005-BLG-390L,b,Microlensing,1,3500.00000000,,,0,1,,,,,0,,,,,0,,,,,0,0.01700,,,0,1,,,,,0,,,,,0,,,,,0,0,0,17h54m19.19s,-30d22m38.3s,268.579958,,-30.377306,,1,,,,,0,,,,,,,,,0,,,,,0,,,,,0,,
OGLE 2006-BLG-109L,b,Microlensing,2,1825.00000000,365.00000000,-365.00000000,0,1,,,,,0,,,,,0,,,,,0,0.71000,0.08000,-0.08000,0,1,,,,,0,,,,,0,,,,,0,0,0,17h52m34.51s,-30d05m16.0s,268.143792,,-30.087778,,1,,,,,0,,,,,,,,,0,,,,,0,,,,,0,,
OGLE 2006-BLG-109L,c,Microlensing,2,5100.00000000,730.00000000,-730.00000000,0,1,,,,,0,0.110000,0.170000,-0.040000,0,1,59.000,6.000,-6.000,0,1,0.27000,0.03000,-0.03000,0,1,,,,,0,,,,,0,,,,,0,0,0,17h52m34.51s,-30d05m16.0s,268.143792,,-30.087778,,1,,,,,0,,,,,,,,,0,,,,,0,,,,,0,,
OGLE 2007-BLG-368L,b,Microlensing,1,,,,,0,,,,,0,,,,,0,,,,,0,0.06940,,,0,1,,,,,0,,,,,0,,,,,0,0,0,17h56m25.96s,-32d14m14.7s,269.108167,,-32.237417,,1,,,,,0,,,,,,,,,0,,,,,0,,,,,0,,
OGLE 2011-BLG-251L,b,Microlensing,1,,,,,0,2.720000,0.750000,-0.750000,0,1,,,,,0,,,,,0,0.53000,0.21000,-0.21000,0,1,,,,,0,,,,,0,,,,,0,0,0,17h38m14.18s,-27d08m10.1s,264.559082,0.000000,-27.136139,0.000000,1,2570.00,610.00,-610.00,0,1,,,,,,,,,0,0.26,0.11,0,0,1,,,,,0,,
OGLE 2012-BLG-026L,b,Microlensing,2,,,,,0,3.820000,0.300000,-0.300000,0,1,,,,,0,,,,,0,0.11000,0.02000,-0.02000,0,1,,,,,0,,,,,0,,,,,0,0,0,17h34m18.70s,-27d08m33.9s,263.577911,0.000000,-27.142750,0.000000,1,4080.00,300.00,-300.00,0,1,,,,,,,,,0,0.82,0.13,0,0,1,,,,,0,,
OGLE 2012-BLG-026L,c,Microlensing,2,,,,,0,4.630000,0.370000,-0.370000,0,1,,,,,0,,,,,0,0.68000,0.10000,-0.10000,0,1,,,,,0,,,,,0,,,,,0,0,0,17h34m18.70s,-27d08m33.9s,263.577911,0.000000,-27.142750,0.000000,1,4080.00,300.00,-300.00,0,1,,,,,,,,,0,0.82,0.13,0,0,1,,,,,0,,
OGLE2-TR-L9,b,Transit,1,2.48553350,0.00000070,-0.00000070,0,1,0.030800,0.000500,-0.000500,0,1,,,,,0,79.800,0.300,-0.300,0,1,4.50000,1.50000,-1.50000,0,1,,,,,0,1.610,0.040,-0.040,0,1,,,,,0,0,0,11h07m55.18s,-61d08m46.5s,166.979919,0.000017,-61.146263,0.000017,1,,,,,0,,,,,6933.00,58.00,0,,1,1.52,0.08,0,,1,1.53,0.04,0,,1,,
OGLE-TR-10,b,Transit,1,3.10127800,,,0,1,0.043400,0.001300,-0.001500,0,1,,,,,0,90.000,0.000,-3.900,0,1,0.62000,0.14000,-0.14000,0,1,,,,,0,1.250,0.140,-0.120,0,1,0.40000,0.18000,-0.12000,0,1,0,0,17h51m28.25s,-29d52m34.9s,267.867708,,-29.876361,,1,,,,,0,14.930,,0,0,5950.00,130.00,0,,1,1.14,0.12,0,,1,1.17,0.13,0,,1,,
OGLE-TR-056,b,Transit,1,1.21191096,0.00000065,-0.00000065,0,1,0.019420,0.000150,-0.000150,0,1,0.000000,,,0,1,73.720,0.180,-0.180,0,1,1.39000,0.18000,-0.18000,0,1,,,,,0,1.378,0.090,-0.090,0,1,0.68000,0.18000,-0.14000,0,1,0,0,17h56m35.51s,-29d32m21.2s,269.147958,,-29.539222,,1,,,,,0,15.300,,0,0,6050.00,100.00,0,,1,1.23,0.08,0,,1,1.36,0.09,0,,1,,
OGLE-TR-111,b,Transit,1,4.01610000,,,0,1,0.046890,0.001000,-0.000970,0,1,,,,,0,88.250,0.830,-0.300,0,1,0.55000,0.10000,-0.10000,0,1,,,,,0,1.051,0.057,-0.052,0,1,0.59000,0.16000,-0.13000,0,1,0,0,10h53m17.91s,-61d24m20.3s,163.324625,,-61.405639,,1,,,,,0,15.550,,0,0,5040.00,80.00,0,,1,0.85,0.06,0,,1,0.83,0.04,0,,1,,
OGLE-TR-113,b,Transit,1,1.43247520,,,0,1,0.022890,0.000160,-0.000150,0,1,,,,,0,87.800,1.600,-0.620,0,1,1.26000,0.16000,-0.16000,0,1,,,,,0,1.093,0.028,-0.019,0,1,1.20000,0.17000,-0.16000,0,1,0,0,10h52m24.40s,-61d26m48.5s,163.101667,,-61.446806,,1,600.00,,,0,1,14.420,,0,0,4790.00,75.00,0,,1,0.78,0.02,0,,1,0.77,0.02,0,,1,,
OGLE-TR-132,b,Transit,1,1.68986800,,,0,1,0.030350,0.000570,-0.000530,0,1,,,,,0,83.400,2.900,-1.300,0,1,1.18000,0.14000,-0.13000,0,1,,,,,0,1.200,0.150,-0.110,0,1,0.85000,0.32000,-0.26000,0,1,0,0,10h50m34.72s,-61d57m25.9s,162.644667,,-61.957194,,1,2500.00,250.00,-250.00,0,1,15.720,,0,0,6210.00,75.00,0,,1,1.30,0.07,0,,1,1.32,0.17,0,,1,,
OGLE-TR-182,b,Transit,1,3.97910000,0.00001000,-0.00001000,0,1,0.051000,0.001000,-0.001000,0,1,0.000000,,,0,1,85.700,0.300,-0.300,0,1,1.01000,0.15000,-0.15000,0,1,,,,,0,1.130,0.240,-0.080,0,1,,,,,0,0,0,11h09m18.71s,-61d05m42.9s,167.327957,0.000019,-61.095257,0.000019,1,,,,,0,,,,,5924.00,64.00,0,,1,1.14,0.05,0,,1,1.14,0.23,0,,1,,
OGLE-TR-211,b,Transit,1,3.67724000,0.00003000,-0.00003000,0,1,0.051000,0.001000,-0.001000,0,1,0.000000,,,0,1,87.200,,,-1,1,1.03000,0.20000,-0.20000,0,1,,,,,0,1.360,0.180,-0.090,0,1,,,,,0,0,0,10h40m14.39s,-62d27m20.2s,160.059952,0.000017,-62.455601,0.000017,1,,,,,0,,,,,6325.00,91.00,0,,1,1.33,0.05,0,,1,1.64,0.21,0,,1,,
Oph 11,b,Imaging,1,730000.00000000,365000.00000000,-365000.00000000,0,1,,,,,0,,,,,0,,,,,0,21.00000,3.00000,-3.00000,0,1,,,,,0,,,,,0,,,,,0,0,0,16h22m25.21s,-24d05m13.9s,245.605057,0.000061,-24.087208,0.000047,1,,,,,0,,,,,,,,,0,,,,,0,,,,,0,,
POTS-1,b,Transit,1,3.16062960,0.00000157,-0.00000157,0,1,0.037340,0.000900,-0.000900,0,1,,,,,0,88.060,0.470,-0.340,0,1,2.31000,0.77000,-0.77000,0,1,,,,,0,0.941,0.036,-0.047,0,1,,,,,0,0,0,13h34m26.13s,-66d34m52.0s,203.608871,0.000017,-66.581116,0.000017,1,1200.00,600.00,-600.00,0,1,,,,,4400.00,200.00,0,0,1,0.69,0.05,0,0,1,0.59,0.02,0,0,1,,
2MASS J21402931+1625183A,b,Imaging,1,7336.50000000,1934.50000000,-584.00000000,0,1,,,,,0,0.260000,0.060000,-0.060000,0,1,46.200,2.500,-8.700,0,1,20.95000,83.79000,-20.95000,0,1,,,,,0,0.920,0.390,-0.360,0,1,,,,,0,0,0,21h40m29.32s,+16d25m18.3s,325.122162,0.000019,16.421759,0.000017,1,,,,,0,,,,,,,,,0,,,,,0,,,,,0,,
2MASS J22062280-2047058A,b,Imaging,1,8679.70000000,69.35000000,-69.35000000,0,1,,,,,0,0.000000,0.002000,0.000000,0,1,44.300,0.700,-0.700,0,1,31.42000,73.32000,-20.95000,0,1,,,,,0,1.300,0.150,-0.180,0,1,,,,,0,0,0,22h06m22.80s,-20d47m05.9s,331.595001,0.000019,-20.784971,0.000017,1,,,,,0,,,,,,,,,0,,,,,0,,,,,0,,
BD-17 63,b,Radial Velocity,1,655.60000000,0.60000000,-0.60000000,0,1,1.340000,0.020000,-0.020000,0,1,0.540000,0.005000,-0.005000,0,1,,,,,0,,,,,0,5.10000,0.12000,-0.12000,0,1,,,,,0,,,,,0,0,0,00h28m34.31s,-16d13m34.8s,7.142942,0.000004,-16.226345,0.000002,2,34.60,1.50,-1.50,0,3,9.566,0.024,0,0,4714.00,93.00,0,,1,0.74,0.03,0,,1,0.69,,0,,1,,HIP 2247
BD-13 2130,b,Radial Velocity,1,714.30000000,5.30000000,-5.30000000,0,1,2.100000,,,0,1,0.210000,0.070000,-0.070000,0,1,,,,,0,,,,,0,10.60000,,,0,1,,,,,0,,,,,0,0,0,07h37m09.24s,-13d54m24.0s,114.288492,0.000006,-13.906663,0.000008,2,,,,,0,9.767,0.018,0,0,,,,,0,,,,,0,,,,,0,,
BD-10 3166,b,Radial Velocity,1,3.48777000,0.00011000,-0.00011000,0,1,0.045200,0.002600,-0.002600,0,1,0.019000,0.023000,-0.023000,0,1,,,,,0,0.45800,0.03900,-0.03900,0,1,,,,,0,,,,,0,,,,,0,0,0,10h58m28.78s,-10d46m13.3s,164.619936,0.000007,-10.770373,0.000008,2,,,,,0,10.080,,0,0,,,,,0,,,,,0,,,,,0,,
BD-08 2823,b,Radial Velocity,2,5.60000000,0.02000000,-0.02000000,0,1,0.056000,0.002000,-0.002000,0,1,0.150000,0.150000,-0.150000,0,1,,,,,0,,,,,0,0.04500,0.00700,-0.00700,0,1,,,,,0,,,,,0,0,0,10h00m47.72s,-09d31m00.0s,150.198837,0.000004,-9.516680,0.000003,2,42.20,2.90,-2.90,0,2,9.880,0.043,0,0,4746.00,63.00,0,,1,0.74,0.07,0,,1,,,,,0,,HIP 49067
BD-08 2823,c,Radial Velocity,2,237.60000000,1.50000000,-1.50000000,0,1,0.680000,0.020000,-0.020000,0,1,0.190000,0.090000,-0.090000,0,1,,,,,0,,,,,0,0.33000,0.03000,-0.03000,0,1,,,,,0,,,,,0,0,0,10h00m47.72s,-09d31m00.0s,150.198837,0.000004,-9.516680,0.000003,2,42.20,2.90,-2.90,0,2,9.880,0.043,0,0,4746.00,63.00,0,,1,0.74,0.07,0,,1,,,,,0,,HIP 49067
BD-06 1339,b,Radial Velocity,2,3.87280000,0.00040000,-0.00040000,0,1,0.042800,0.000700,-0.000700,0,1,0.000000,,,0,1,,,,,0,,,,,0,0.02700,0.00400,-0.00400,0,1,,,,,0,,,,,0,0,0,05h53m00.28s,-05d59m41.4s,88.251183,0.000004,-5.994844,0.000003,2,20.00,1.00,-1.00,0,2,9.700,0.009,0,0,4324.00,100.00,0,0,1,0.70,,0,0,1,,,,,0,,HIP 27803
BD-06 1339,c,Radial Velocity,2,125.94000000,0.44000000,-0.44000000,0,1,0.435000,0.007000,-0.007000,0,1,0.310000,0.110000,-0.110000,0,1,,,,,0,,,,,0,0.17000,0.03000,-0.03000,0,1,,,,,0,,,,,0,0,0,05h53m00.28s,-05d59m41.4s,88.251183,0.000004,-5.994844,0.000003,2,20.00,1.00,-1.00,0,2,9.700,0.009,0,0,4324.00,100.00,0,0,1,0.70,,0,0,1,,,,,0,,HIP 27803
BD+14 4559,b,Radial Velocity,1,268.94000000,0.99000000,-0.99000000,0,1,0.777000,,,0,1,0.290000,0.030000,-0.030000,0,1,,,,,0,,,,,0,1.47000,,,0,1,,,,,0,,,,,0,0,0,21h13m35.99s,+14d41m21.8s,318.399963,0.000004,14.689387,0.000003,2,50.00,3.70,-4.40,0,2,9.630,0.012,0,0,5008.00,20.00,0,,1,0.86,0.15,0,,1,0.95,0.20,0,,1,,HIP 104780
BD+15 2940,b,Radial Velocity,1,137.48000000,0.34000000,-0.34000000,0,1,0.539000,,,0,1,0.260000,0.100000,-0.100000,0,1,,,,,0,,,,,0,1.11000,,,0,1,,,,,0,,,,,0,0,0,16h00m22.94s,+15d32m48.9s,240.095566,0.000003,15.546930,0.000003,2,585.00,,,0,2,9.046,0.021,0,0,4796.00,117.00,0,0,1,1.10,0.20,0,0,1,14.70,2.80,0,0,1,,HIP 78407
BD+20 2457,b,Radial Velocity,2,379.63000000,2.01000000,-2.01000000,0,1,1.450000,,,0,1,0.150000,0.030000,-0.030000,0,1,,,,,0,,,,,0,21.42000,,,0,1,,,,,0,,,,,0,0,0,10h16m44.86s,+19d53m29.1s,154.186905,0.000022,19.891409,0.000017,1,200.00,167.70,-247.60,0,1,,,,,4137.00,10.00,0,,1,2.80,1.50,0,,1,49.00,26.00,0,,1,,
BD+20 2457,c,Radial Velocity,2,621.99000000,10.20000000,-10.20000000,0,1,2.010000,,,0,1,0.180000,0.060000,-0.060000,0,1,,,,,0,,,,,0,12.47000,,,0,1,,,,,0,,,,,0,0,0,10h16m44.86s,+19d53m29.1s,154.186905,0.000022,19.891409,0.000017,1,200.00,167.70,-247.60,0,1,,,,,4137.00,10.00,0,,1,2.80,1.50,0,,1,49.00,26.00,0,,1,,
BD+20 274,b,Radial Velocity,1,578.20000000,5.40000000,-5.40000000,0,1,1.300000,,,0,1,0.210000,0.060000,-0.060000,0,1,,,,,0,4.20000,,,0,1,,,,,0,,,,,0,,,,,0,0,0,01h43m40.88s,+21d00m19.1s,25.920324,0.000025,21.005314,0.000019,1,,,,,0,,,,,4296.00,10.00,0,,1,0.80,0.20,0,,1,17.30,0.90,0,,1,,
BD+48 738,b,Radial Velocity,1,392.60000000,5.50000000,-5.50000000,0,1,1.000000,,,0,1,0.200000,0.100000,-0.100000,0,1,,,,,0,,,,,0,0.91000,,,0,1,,,,,0,,,,,0,0,0,02h42m50.45s,+49d35m13.1s,40.710224,0.000017,49.586960,0.000017,1,,,,,0,,,,,4414.00,15.00,0,,1,0.74,0.39,0,,1,11.00,1.00,0,,1,,
CFBDSIR J145829+101343,b,Imaging,1,10037.50000000,2737.50000000,-2737.50000000,0,1,2.600000,0.300000,-0.300000,0,1,,,,,0,,,,,0,10.50000,4.50000,-4.50000,0,1,,,,,0,,,,,0,,,,,0,0,0,14h58m29.00s,+10d13m43.0s,224.620834,0.000000,10.228611,0.000000,1,23.10,2.40,-2.40,0,1,,,,,580.50,24.50,0,0,1,0.02,0.01,0,0,1,,,,,0,,
CHXR 73,b,Imaging,1,,,,,0,210.000000,,,0,1,,,,,0,,,,,0,12.56900,8.37900,-5.23700,0,1,,,,,0,,,,,0,,,,,0,0,0,11h06m28.77s,-77d37m33.2s,166.619888,0.000019,-77.625877,0.000017,1,,,,,0,,,,,,,,,0,0.35,,0,0,1,,,,,0,,
CoRoT-1,b,Transit,1,1.50895570,0.00000640,-0.00000640,0,1,,,,,0,0.000000,,,0,1,85.100,0.500,-0.500,0,1,1.03000,0.12000,-0.12000,0,1,,,,,0,1.490,0.080,-0.080,0,1,0.38000,0.05000,-0.05000,0,1,0,0,06h48m19.17s,-03d06m07.7s,102.079887,0.000017,-3.102147,0.000017,1,,,,,0,,,,,5950.00,150.00,0,,1,0.95,0.15,0,,1,1.11,0.05,0,,1,,
