rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbperlim,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxlim,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenlim,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbincllim,pl_orbinclerr1,pl_orbinclerr2,pl_massj,pl_masslim,pl_massjerr1,pl_massjerr2,pl_radj,pl_radlim,pl_radjerr1,pl_radjerr2,pl_dens,pl_denslim,pl_denserr1,pl_denserr2,pl_ttvflag,pl_kepflag,ra,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_vj,st_vjerr,st_vjlim,st_vjblend,st_teff,st_tefferr,st_tefflim,st_teffblend,st_mass,st_masserr,st_masslim,st_massblend,st_rad,st_raderr,st_radlim,st_radblend,hd_name,hip_name,st_sp,st_spstr,st_sperr,st_splim,st_spblend,st_lum,st_lumerr,st_lumlim,st_lumblend,pl_eqt,pl_eqtlim,pl_eqterr1,pl_eqterr2,pl_masse,pl_masseerr1,pl_masseerr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_disc,pl_status
604,HD 240237,b,Radial Velocity,1,745.70000000,,,,1.900000,,,,0.400000,,,,,,,,,,,,,,,,,,,,0,0,348.925934,58.043240,307.69,,,-1,,,,,,,,,,,,,,,,,HD 240237,HIP 114840,5.20,K2,,0,0,,,,,,,,,,,,,,,2011,3
605,HD 290327,b,Radial Velocity,1,2443.00000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,80.839851,-2.277619,54.92,4.02,-4.72,0,8.944,0.017,0,0,,,,,,,,,,,,,,HIP 25191,4.00,G0,,0,0,,,,,,,,,,,,,,,2009,3
606,HD 285968,b,Radial Velocity,1,8.78360000,0,0.00540000,-0.00540000,0.066000,0,,,0.000000,0,,,,,,,,,,,,,,,,,,,0,0,70.732407,18.958172,9.42,0.22,-0.23,0,9.980,0.020,0,0,,,,,,,,,,,,,,HIP 21932,6.20,M2,,0,0,,,,,,,,,,,,,,,2008,3
607,HIP 5158,b,Radial Velocity,2,345.72000000,0,5.37000000,-5.37000000,0.890000,0,,,0.520000,0,0.080000,-0.080000,,,,,,,,,,,,,,,,,0,0,16.508533,-22.453154,44.80,3.89,-4.70,0,10.167,0.035,0,0,,,,,,,,,,,,,,HIP 5158,,,,,,,,,,,,,,,,,,,,2009,3
608,HIP 5158,c,Radial Velocity,2,9017.80000000,0,3180.70000000,-3180.70000000,7.700000,0,1.880000,-1.880000,0.140000,0,0.100000,-0.100000,,,,,15.04000,0,10.55000,-10.55000,,,,,,,,,0,0,16.508533,-22.453154,44.80,3.89,-4.70,0,10.167,0.035,0,0,,,,,,,,,,,,,,HIP 5158,,,,,,,,,,,,,,4779.96000,3352.97000,-3352.97000,,,,2011,3
609,HIP 12961,b,Radial Velocity,1,57.00000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,41.678692,-23.086611,23.80,0.86,-0.93,0,10.294,0.042,0,0,,,,,,,,,,,,,,HIP 12961,,,,,,,,,,,,,,,,,,,,2010,3
610,HIP 13044,b,Radial Velocity,1,16.20000000,0,0.30000000,-0.30000000,0.116000,0,0.010000,-0.010000,0.250000,0,0.050000,-0.050000,,,,,,,,,,,,,,,,,0,0,41.906010,-36.107513,223.21,,,-1,9.982,0.025,0,0,,,,,,,,,,,,,,HIP 13044,,,,,,,,,,,,,,,,,,,,2010,3
611,HIP 14810,b,Radial Velocity,3,6.67385500,0,0.00001900,-0.00001900,0.069200,0,0.004000,-0.004000,0.142700,0,0.000940,-0.000940,,,,,,,,,,,,,,,,,0,0,47.809292,21.097359,52.88,3.77,-4.39,0,8.500,0.016,0,0,,,,,,,,,,,,,,HIP 14810,,,,,,,,,,,,,,,,,,,,2005,3
612,HIP 14810,c,Radial Velocity,3,147.73000000,0,0.06500000,-0.06500000,0.545000,0,0.031000,-0.031000,0.164000,0,0.012000,-0.012000,,,,,,,,,,,,,,,,,0,0,47.809292,21.097359,52.88,3.77,-4.39,0,8.500,0.016,0,0,,,,,,,,,,,,,,HIP 14810,,,,,,,,,,,,,,,,,,,,2006,3
613,HIP 14810,d,Radial Velocity,3,952.00000000,0,15.00000000,-15.00000000,1.890000,0,0.110000,-0.110000,0.173000,0,0.037000,-0.037000,,,,,,,,,,,,,,,,,0,0,47.809292,21.097359,52.88,3.77,-4.39,0,8.500,0.016,0,0,,,,,,,,,,,,,,HIP 14810,,,,,,,,,,,,,,,,,,,,2009,3
614,HIP 57050,b,Radial Velocity,1,41.39700000,0,0.01600000,-0.01600000,0.163506,0,0.000042,-0.000042,0.314000,0,0.086000,-0.086000,,,,,,,,,,,,,,,,,0,0,175.435974,42.751972,11.03,0.36,-0.38,0,11.920,0.020,0,0,,,,,,,,,,,,,,HIP 57050,6.40,M4,,0,0,,,,,,,,,,,,,,,2010,3
615,HIP 57274,b,Radial Velocity,3,8.13520000,,,,0.070000,,,,0.187000,,,,,,,,,,,,,,,,,,,,0,0,176.170685,30.959293,25.87,0.71,-0.75,0,8.984,0.018,0,0,,,,,,,,,,,,,,HIP 57274,5.40,K4 V,,0,0,,,,,,,,,,,,,,,2011,3
616,HIP 57274,c,Radial Velocity,3,32.03000000,,,,0.178000,,,,0.050000,,,,,,,,,,,,,,,,,,,,0,0,176.170685,30.959293,25.87,0.71,-0.75,0,8.984,0.018,0,0,,,,,,,,,,,,,,HIP 57274,5.40,K4 V,,0,0,,,,,,,,,,,,,,,2011,3
617,HIP 57274,d,Radial Velocity,3,431.70000000,,,,1.010000,,,,0.270000,,,,,,,,,,,,,,,,,,,,0,0,176.170685,30.959293,25.87,0.71,-0.75,0,8.984,0.018,0,0,,,,,,,,,,,,,,HIP 57274,5.40,K4 V,,0,0,,,,,,,,,,,,,,,2011,3
618,HIP 63510,c,Imaging,1,,,,,1168.000000,0,,,,,,,,,,,6.28536,0,,,1.220,0,,,,,,,0,0,195.194092,12.375724,11.43,0.19,-0.20,0,9.720,0.020,0,0,,,,,,,,,,,,,,HIP 63510,6.05,M0.5,,0,0,,,,,,,,,1997.59000,,,13.675,,,2010,3
619,HIP 63242,b,Radial Velocity,1,124.60000000,0,,,0.565000,0,,,0.230000,0,,,,,,,,,,,,,,,,,,,0,0,194.383163,-65.646461,135.00,,,0,6.871,0.010,0,0,4830.00,100.00,0,0,1.54,0.05,0,0,,,,,HD 112410,HIP 63242,4.80,G8,,0,0,1.630,0.001,0,0,,,,,,,,,,,2013,3
620,HIP 70849,b,Radial Velocity,1,3000.00000000,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,217.327347,-46.463818,23.98,1.11,-1.22,0,10.380,0.011,0,0,,,,,,,,,,,,,,HIP 70849,5.70,K7 V k,,0,0,,,,,,,,,,,,,,,2009,3
621,HIP 75458,b,Radial Velocity,1,511.09800000,0,0.08900000,-0.08900000,1.275000,0,0.074000,-0.074000,0.712400,0,0.003900,-0.003900,,,,,,,,,,,,,,,,,0,0,231.232391,58.966064,31.33,0.49,-0.51,0,3.290,,0,0,,,,,,,,,,,,,HD 137759,HIP 75458,5.20,K2 III,,0,0,,,,,,,,,,,,,,,2002,3
622,HIP 78530,b,Imaging,1,,,,,,,,,,,,,,,,,23.04000,0,4.00000,-4.00000,,,,,,,,,0,0,240.481064,-21.980389,131.93,14.28,-18.22,0,7.192,0.011,0,0,,,,,,,,,,,,,HD 143567,HIP 78530,1.90,B9 V,,0,0,,,,,,,,,7322.49000,1271.27000,-1271.27000,,,,2010,3
623,HIP 79431,b,Radial Velocity,1,111.70000000,0,0.70000000,-0.70000000,0.360000,,,,0.290000,0,0.020000,-0.020000,,,,,,,,,,,,,,,,,0,0,243.174057,-18.875504,14.90,0.75,-0.83,0,,,,,,,,,,,,,,,,,,HIP 79431,6.30,M3 V,,0,0,,,,,,,,,,,,,,,2009,3
624,HR 810,b,Radial Velocity,1,311.28800000,0,2.10000000,-2.10000000,0.910000,0,0.104000,-0.104000,0.240000,0,0.070000,-0.070000,,,,,,,,,,,,,,,,,0,0,40.639442,-50.800293,17.24,0.16,-0.17,0,5.410,,0,0,,,,,,,,,,,,,HD 17051,HIP 12653,4.00,G0 V,,0,0,,,,,,,,,,,,,,,1999,3
625,HR 8799,b,Imaging,4,170000.00000000,0,,,68.000000,0,,,,,,,,,,,7.00000,0,4.00000,-2.00000,1.200,0,0.100,-0.100,,,,,0,0,346.869659,21.134251,39.94,1.31,-1.40,0,5.953,0.010,0,0,,,,,,,,,,,,,HD 218396,HIP 114189,3.02,F0+ V ({lambda} Boo)...,,0,0,,,,,,,,,2000.00000,1000.00000,-600.00000,13.000,1.000,-1.000,2008,3
626,HR 8799,c,Imaging,4,69000.00000000,0,,,38.000000,0,,,,,,,,,,,10.00000,0,3.00000,-3.00000,1.200,0,0.100,0.000,,,,,0,0,346.869659,21.134251,39.94,1.31,-1.40,0,5.953,0.010,0,0,,,,,,,,,,,,,HD 218396,HIP 114189,3.02,F0+ V ({lambda} Boo)...,,0,0,,,,,,,,,3000.00000,1000.00000,-1000.00000,13.000,1.000,0.000,2008,3
627,HR 8799,d,Imaging,4,37000.00000000,0,,,24.000000,0,,,,,,,,,,,10.00000,0,3.00000,-3.00000,1.200,0,0.100,0.000,,,,,0,0,346.869659,21.134251,39.94,1.31,-1.40,0,5.953,0.010,0,0,,,,,,,,,,,,,HD 218396,HIP 114189,3.02,F0+ V ({lambda} Boo)...,,0,0,,,,,,,,,3000.00000,1000.00000,-1000.00000,13.000,1.000,0.000,2008,3
628,HR 8799,e,Imaging,4,18000.00000000,0,,,14.500000,0,0.500000,-0.500000,,,,,,,,,,,,,,,,,,,,,0,0,346.869659,21.134251,39.94,1.31,-1.40,0,5.953,0.010,0,0,,,,,,,,,,,,,HD 218396,HIP 114189,3.02,F0+ V ({lambda} Boo)...,,0,0,,,,,,,,,,,,,,,2010,3
629,KELT-1,b,Transit,1,1.21751400,0,0.00001500,-0.00001500,0.024660,0,0.000160,-0.000160,0.009900,0,0.010000,-0.006900,87.800,0,1.300,-1.900,27.23000,0,0.50000,-0.48000,1.110,0,0.032,-0.022,24.70000,0,1.40000,-1.90000,0,0,0.362142,39.383808,262.00,14.00,-14.00,0,,,,,6518.00,50.00,0,,1.32,0.03,0,,1.46,0.04,0,,,,,,,,,0.542,0.027,0,,,,,,8654.15000,158.90800,-152.55200,12.442,0.359,-0.247,2012,3
630,KELT-2A,b,Transit,1,4.11379120,0,0.00001000,-0.00000990,0.054960,0,0.000390,-0.000360,0.000000,0,,,88.600,0,1.000,-1.400,1.52200,0,0.07800,-0.07700,1.286,0,0.065,-0.047,,,,,0,0,92.663948,30.957144,128.50,5.20,-3.90,0,8.713,0.016,0,0,6151.00,50.00,0,,1.31,0.03,0,,1.83,0.07,0,,HD 42176,HIP 29301,3.80,F8,,0,1,,,,,,,,,483.71700,24.78970,-24.47190,14.415,0.729,-0.527,2012,3
631,KELT-3,b,Transit,1,2.70339040,0,0.00000990,-0.00001000,0.041220,0,0.000660,-0.000670,0.000000,0,,,84.230,0,0.650,-0.580,1.47700,0,0.06600,-0.06400,1.345,0,0.072,-0.072,0.75000,0,0.12000,-0.10000,0,0,148.643326,40.388069,178.00,16.00,-16.00,0,,,,,6306.00,50.00,0,0,1.28,0.06,0,0,1.47,0.07,0,0,,,,,,,,0.489,0.042,0,0,1816,0,37,-39,469.41500,20.97600,-20.34000,15.076,0.807,-0.807,2013,3
632,TrES-2,b,Transit,1,2.47063000,0,0.00001000,-0.00001000,0.035560,0,0.000750,-0.000750,0.000000,0,,,83.620,0,0.140,-0.140,1.19900,0,0.05200,-0.05200,1.272,0,0.041,-0.041,0.77000,0,0.09000,-0.09000,0,1,286.808477,49.316407,213.00,11.00,-11.00,0,11.411,0.005,0,0,5850.00,50.00,0,,0.98,0.06,0,,1.00,0.03,0,,,,4.00,G0 V,,0,0,0.025,0.043,0,,,,,,381.10000,16.52700,-16.52700,14.258,0.460,-0.460,2006,3
633,HAT-P-7,b,Transit,1,2.20473040,0,0.00000240,-0.00000240,0.032000,0,0.003300,-0.001300,0.039000,1,,,80.800,0,2.800,-1.200,1.77600,0,0.07700,-0.04900,1.363,0,0.195,-0.087,0.87600,0,0.17000,-0.24000,0,1,292.247314,47.969513,320.00,50.00,-40.00,0,,,,,6350.00,80.00,0,,1.47,0.08,0,,1.84,0.23,0,,,,,,,,,0.690,0.116,0,,,,,,564.44200,24.47200,-15.57300,15.278,2.186,-0.975,2008,3
634,HAT-P-11,b,Transit,1,4.88781620,0,0.00000710,-0.00000710,0.053000,0,0.000200,-0.000800,0.198000,0,0.046000,-0.046000,88.500,0,0.600,-0.600,0.08100,0,0.00900,-0.00900,0.422,0,0.010,-0.010,1.33000,0,0.20000,-0.20000,0,1,297.709351,48.080856,38.00,1.30,-1.30,0,9.472,0.024,0,0,4780.00,50.00,0,,0.81,0.03,0,,0.75,0.02,0,,,HIP 97657,,,,,,-0.585,0.035,0,,,,,,25.74315,2.86035,-2.86035,4.730,0.112,-0.112,2008,3
635,Kepler-4,b,Transit,1,3.21346000,0,0.00022000,-0.00022000,0.045600,0,0.000900,-0.000900,0.000000,0,,,89.760,0,0.240,-2.050,0.07700,0,0.01200,-0.01200,0.357,0,0.019,-0.019,1.91000,0,0.36000,-0.47000,0,1,285.615326,50.135754,550.00,80.00,-80.00,0,,,,,5857.00,120.00,0,0,1.22,0.05,0,0,1.49,0.07,0,0,,,,,,,,0.354,0.111,0,0,1650,0,200,-200,24.47200,3.81400,-3.81400,4.002,0.213,-0.213,2009,3
636,Kepler-5,b,Transit,1,3.54846000,0,0.00003200,-0.00003200,0.050640,0,0.000700,-0.000700,0.024000,1,,,86.300,0,0.500,-0.500,2.11400,0,0.05600,-0.05900,1.431,0,0.041,-0.052,0.89400,0,0.07900,-0.07900,0,1,299.407013,44.035046,,,,,,,,,6297.00,60.00,0,0,1.37,0.04,0,0,1.79,0.04,0,0,,,,,,,,0.669,0.055,0,0,1868,0,284,-284,671.86400,17.79800,-18.75100,16.040,0.460,-0.583,2009,3
637,Kepler-6,b,Transit,1,3.23472300,0,0.00001700,-0.00001700,0.045670,0,0.000550,-0.000460,0.000000,0,,,86.800,0,0.300,-0.300,0.66900,0,0.02500,-0.03000,1.323,0,0.026,-0.029,0.35200,0,0.01800,-0.02200,0,1,296.837250,48.239964,,,,,,,,,5647.00,44.00,0,0,1.21,0.04,0,0,1.39,0.02,0,0,,,,,,,,0.299,0.049,0,0,1500,0,200,-200,212.61900,7.94500,-9.53400,14.830,0.291,-0.325,2009,3
638,Kepler-7,b,Transit,1,4.88552500,0,0.00004000,-0.00004000,0.062240,0,0.001090,-0.000840,0.000000,0,,,86.500,0,0.400,-0.400,0.43300,0,0.04000,-0.04100,1.478,0,0.050,-0.051,0.16600,0,0.01900,-0.02000,0,1,288.581512,41.089798,,,,,,,,,5933.00,44.00,0,0,1.35,0.07,0,0,1.84,0.05,0,0,,,,,,,,0.618,0.061,0,0,1540,0,200,-200,137.61500,12.71300,-13.03000,16.567,0.560,-0.572,2009,3
639,Kepler-8,b,Transit,1,3.52254000,0,0.00003000,-0.00005000,0.048300,0,0.000600,-0.001200,0.000000,0,,,84.070,0,0.330,-0.330,0.60300,0,0.13000,-0.19000,1.419,0,0.056,-0.058,0.26100,0,0.07100,-0.07100,0,1,281.288116,42.451080,1330.00,180.00,-180.00,0,,,,,6213.00,150.00,0,0,1.21,0.07,0,0,1.49,0.05,0,0,,,,,,,,0.605,0.053,0,0,1764,0,200,-200,191.64300,41.31600,-60.38500,15.906,0.628,-0.650,2010,3
640,Kepler-9,b,Transit,3,19.24000000,0,,,0.140000,0,0.001000,-0.001000,0.150000,0,,,,,,,0.25200,0,0.01300,-0.01300,0.842,0,0.069,-0.069,0.52400,0,0.13200,-0.13200,1,1,285.573975,38.400894,650.00,,,0,,,,,5777.00,61.00,0,0,1.07,0.05,0,0,1.02,0.05,0,0,,,,,,,,,,,,,,,,80.09000,4.13200,-4.13200,9.438,0.773,-0.773,2010,3
641,Kepler-9,c,Transit,3,38.91000000,0,,,0.225000,0,0.001000,-0.001000,0.130000,0,,,,,,,0.17100,0,0.01300,-0.01300,0.823,0,0.067,-0.067,0.38300,0,0.09800,-0.09800,1,1,285.573975,38.400894,650.00,,,0,,,,,5777.00,61.00,0,0,1.07,0.05,0,0,1.02,0.05,0,0,,,,,,,,,,,,,,,,54.34700,4.13200,-4.13200,9.225,0.751,-0.751,2010,3
642,Kepler-9,d,Transit,3,1.59285100,0,0.00004500,-0.00004500,0.027300,0,0.000420,-0.000430,,,,,,,,,,,,,0.146,0,0.017,-0.012,,,,,0,1,285.573975,38.400894,650.00,,,0,,,,,5777.00,61.00,0,0,1.07,0.05,0,0,1.02,0.05,0,0,,,,,,,,,,,,2026,0,60,-60,,,,1.640,0.190,-0.140,2010,3
643,Kepler-10,b,Transit,2,0.83749500,0,0.00000400,-0.00000500,0.016840,0,0.000320,-0.000340,0.000000,0,,,84.400,0,1.100,-1.600,0.01400,0,0.00400,-0.00400,0.126,0,0.003,-0.003,8.80000,0,2.10000,-2.90000,0,1,285.679382,50.241299,173.00,27.00,-27.00,0,,,,,5627.00,44.00,0,0,0.90,0.06,0,0,1.06,0.02,0,0,,,,,,,,0.002,0.025,0,0,1833,0,,,4.56000,1.17000,-1.29000,1.416,0.033,-0.036,2011,3
644,Kepler-10,c,Transit,2,45.29485000,0,0.00065000,-0.00076000,0.240700,0,0.004400,-0.005300,0.000000,0,,,89.650,0,0.090,-0.120,0.06300,1,,,0.199,0,0.005,-0.005,10.00000,1,,,1,1,285.679382,50.241299,173.00,27.00,-27.00,0,,,,,5627.00,44.00,0,0,0.90,0.06,0,0,1.06,0.02,0,0,,,,,,,,0.002,0.025,0,0,485,0,,,20.00000,,,2.227,0.052,-0.053,2011,3
645,Kepler-11,b,Transit,6,10.30390000,0,0.00060000,-0.00100000,0.091000,0,0.001000,-0.001000,0.045000,0,0.068000,-0.042000,89.640,0,0.360,-0.180,0.00600,0,0.00400,-0.00300,0.161,0,0.003,-0.004,1.72000,0,1.25000,-0.91000,1,1,297.115112,41.909138,613.00,,,0,,,,,5680.00,100.00,0,0,0.95,0.10,0,0,1.10,0.10,0,0,,,,,,,,,,,,,,,,1.90000,1.40000,-1.00000,1.800,0.030,-0.050,2010,3
646,Kepler-11,c,Transit,6,13.02410000,0,0.00130000,-0.00080000,0.107000,0,0.001000,-0.001000,0.026000,0,0.063000,-0.013000,89.590,0,0.410,-0.160,0.00900,0,0.00900,-0.00500,0.256,0,0.004,-0.005,0.66000,0,0.66000,-0.35000,1,1,297.115112,41.909138,613.00,,,0,,,,,5680.00,100.00,0,0,0.95,0.10,0,0,1.10,0.10,0,0,,,,,,,,,,,,,,,,2.90000,2.90000,-1.60000,2.870,0.050,-0.060,2010,3
647,Kepler-11,d,Transit,6,22.68450000,0,0.00090000,-0.00090000,0.155000,0,0.001000,-0.001000,0.004000,0,0.007000,-0.002000,89.670,0,0.130,-0.160,0.02300,0,0.00300,-0.00500,0.278,0,0.005,-0.006,1.28000,0,0.14000,-0.27000,1,1,297.115112,41.909138,613.00,,,0,,,,,5680.00,100.00,0,0,0.95,0.10,0,0,1.10,0.10,0,0,,,,,,,,,,,,,,,,7.30000,0.80000,-1.50000,3.120,0.060,-0.070,2010,3
648,Kepler-11,e,Transit,6,31.99960000,0,0.00080000,-0.00120000,0.195000,0,0.002000,-0.002000,0.012000,0,0.006000,-0.006000,88.890,0,0.020,-0.020,0.02500,0,0.00500,-0.00700,0.374,0,0.006,-0.008,0.58000,0,0.11000,-0.16000,1,1,297.115112,41.909138,613.00,,,0,,,,,5680.00,100.00,0,0,0.95,0.10,0,0,1.10,0.10,0,0,,,,,,,,,,,,,,,,8.00000,1.50000,-2.10000,4.190,0.070,-0.090,2010,3
649,Kepler-11,f,Transit,6,46.68880000,0,0.00270000,-0.00320000,0.250000,0,0.002000,-0.002000,0.013000,0,0.011000,-0.009000,89.470,0,0.040,-0.040,0.00600,0,0.00300,-0.00300,0.222,0,0.004,-0.006,0.69000,0,0.29000,-0.32000,1,1,297.115112,41.909138,613.00,,,0,,,,,5680.00,100.00,0,0,0.95,0.10,0,0,1.10,0.10,0,0,,,,,,,,,,,,,,,,2.00000,0.80000,-0.90000,2.490,0.040,-0.070,2010,3
